,Time,RR_int
0,2.008,1.452
1,3.46,1.348
2,4.808,1.216
3,6.024,0.996
4,7.02,1.196
5,8.216,1.304
6,9.52,1.304
7,10.824,1.044
8,11.868,1.228
9,13.096,1.368
10,14.464,1.3559999999999999
11,15.82,1.26
12,17.080000000000002,1.044
13,18.124000000000002,1.272
14,19.396,1.348
15,20.744,1.272
16,22.016,1.072
17,23.087999999999997,1.328
18,24.415999999999997,1.3840000000000001
19,25.799999999999997,1.112
20,26.912,1.056
21,27.968,1.42
22,29.387999999999998,1.3880000000000001
23,30.776,1.244
24,32.02,1.064
25,33.084,1.264
26,34.348000000000006,1.3840000000000001
27,35.732000000000006,1.272
28,37.004000000000005,1.068
29,38.072,1.29199999999999
30,39.36399999999999,1.444
31,40.80799999999999,1.34
32,42.147999999999996,1.08799999999999
33,43.23599999999998,1.192
34,44.42799999999998,1.3719999999999999
35,45.79999999999998,1.364
36,47.16399999999998,1.084
37,48.24799999999998,1.124
38,49.371999999999986,1.412
39,50.783999999999985,1.348
40,52.131999999999984,1.124
41,53.255999999999986,1.212
42,54.46799999999999,1.4280000000000002
43,55.89599999999999,1.392
44,57.28799999999999,1.13999999999999
45,58.42799999999998,1.012
46,59.43999999999998,1.304
47,60.743999999999986,1.3719999999999999
48,62.115999999999985,1.3
49,63.41599999999998,1.3359999999999999
50,64.75199999999998,1.092
51,65.84399999999998,1.3
52,67.14399999999998,1.3359999999999999
53,68.47999999999998,1.068
54,69.54799999999997,1.06400000000001
55,70.61199999999998,1.36799999999999
56,71.97999999999998,1.36
57,73.33999999999997,1.03200000000001
58,74.37199999999999,1.16799999999999
59,75.53999999999998,1.25200000000001
60,76.79199999999999,1.42399999999999
61,78.21599999999998,1.2
62,79.41599999999998,1.02799999999999
63,80.44399999999997,1.304
64,81.74799999999998,1.3519999999999999
65,83.09999999999998,1.26000000000001
66,84.35999999999999,1.05199999999999
67,85.41199999999998,1.444
68,86.85599999999998,1.128
69,87.98399999999998,1.3719999999999999
70,89.35599999999998,1.4360000000000102
71,90.79199999999999,1.1520000000000001
72,91.94399999999999,1.24799999999999
73,93.19199999999998,1.376
74,94.56799999999998,1.3439999999999899
75,95.91199999999998,1.1079999999999999
76,97.01999999999998,1.012
77,98.03199999999998,1.36799999999999
78,99.39999999999998,1.42
79,100.81999999999998,1.244
80,102.06399999999998,1.056
81,103.11999999999998,1.34400000000001
82,104.46399999999998,1.172
83,105.63599999999998,1.29599999999999
84,106.93199999999997,1.1079999999999999
85,108.03999999999998,1.1240000000000099
86,109.16399999999999,1.22
87,110.38399999999999,1.148
88,111.53199999999998,1.06399999999999
89,112.59599999999998,1.124
90,113.71999999999997,1.27200000000002
91,114.99199999999999,1.04399999999998
92,116.03599999999997,1.364
93,117.39999999999998,1.44400000000002
94,118.844,1.31999999999999
95,120.16399999999999,1.124
96,121.28799999999998,1.21600000000001
97,122.50399999999999,1.39999999999998
98,123.90399999999997,1.27600000000001
99,125.17999999999998,1.09200000000001
100,126.27199999999999,1.31999999999999
101,127.59199999999998,1.3599999999999899
102,128.95199999999997,1.33600000000001
103,130.28799999999998,1.1840000000000002
104,131.47199999999998,1.036
105,132.50799999999998,1.328
106,133.83599999999998,1.38399999999999
