,Time,RR_int
0,1.228,0.8320000000000001
1,2.06,0.852
2,2.912,0.86
3,3.772,0.9
4,4.672,0.9359999999999999
5,5.608,0.948
6,6.555999999999999,0.956
7,7.511999999999999,1.012
8,8.524,1.016
9,9.54,0.972
10,10.511999999999999,0.9640000000000001
11,11.475999999999999,0.972
12,12.447999999999999,0.896000000000001
13,13.344,0.880000000000001
14,14.224,0.92
15,15.144,0.9520000000000001
16,16.096,0.968
17,17.064,1.032
18,18.096,0.9839999999999979
19,19.08,0.9520000000000021
20,20.032,0.943999999999999
21,20.976,0.9400000000000011
22,21.916,0.9319999999999989
23,22.848,0.9400000000000011
24,23.788,0.9839999999999979
25,24.772,0.988
26,25.759999999999998,0.9520000000000021
27,26.712,0.9199999999999979
28,27.631999999999998,0.920000000000002
29,28.552,0.928000000000001
30,29.48,0.8759999999999979
31,30.355999999999998,0.920000000000002
32,31.276,0.951999999999998
33,32.227999999999994,0.940000000000005
34,33.168,0.895999999999994
35,34.06399999999999,0.880000000000003
36,34.943999999999996,0.8680000000000021
37,35.812,0.8999999999999989
38,36.711999999999996,0.9239999999999989
39,37.635999999999996,0.956000000000003
40,38.592,0.895999999999994
41,39.48799999999999,0.896000000000001
42,40.38399999999999,0.8880000000000051
43,41.272,0.907999999999994
44,42.17999999999999,0.9000000000000059
45,43.08,0.8879999999999979
46,43.967999999999996,0.8879999999999979
47,44.855999999999995,0.920000000000002
48,45.775999999999996,0.920000000000002
49,46.696,0.9239999999999989
50,47.62,0.948
51,48.568,0.9319999999999949
52,49.49999999999999,0.8760000000000051
53,50.376,0.8799999999999949
54,51.25599999999999,0.864000000000004
55,52.12,0.847999999999999
56,52.967999999999996,0.823999999999998
57,53.791999999999994,0.8760000000000051
58,54.668,0.9599999999999941
59,55.62799999999999,0.976000000000006
60,56.604,0.927999999999997
61,57.532,0.9239999999999989
62,58.455999999999996,0.903999999999996
63,59.35999999999999,0.8440000000000011
64,60.20399999999999,0.776000000000003
65,60.98,0.7400000000000021
66,61.72,0.8039999999999949
67,62.523999999999994,0.8320000000000011
68,63.355999999999995,0.7959999999999989
69,64.15199999999999,0.8200000000000072
70,64.972,0.86399999999999
71,65.83599999999998,0.89200000000001
72,66.728,0.8999999999999909
73,67.62799999999999,0.956000000000003
74,68.58399999999999,0.963999999999999
75,69.54799999999999,0.944000000000003
76,70.49199999999999,0.923999999999992
77,71.41599999999998,0.8880000000000051
78,72.30399999999999,0.8679999999999949
79,73.17199999999998,0.9000000000000059
80,74.07199999999999,0.944000000000003
81,75.01599999999999,0.932000000000002
82,75.948,0.943999999999988
83,76.89199999999998,0.9360000000000072
84,77.82799999999999,0.891999999999996
85,78.71999999999998,0.859999999999999
86,79.57999999999998,0.840000000000003
87,80.41999999999999,0.792000000000002
88,81.21199999999999,0.804000000000002
89,82.01599999999999,0.816000000000003
90,82.832,0.8679999999999949
91,83.69999999999999,0.939999999999998
92,84.63999999999999,0.9960000000000091
93,85.636,0.988
94,86.624,0.975999999999999
95,87.6,0.9839999999999949
96,88.58399999999999,0.988
97,89.57199999999999,0.968000000000004
98,90.53999999999999,0.915999999999997
99,91.45599999999999,0.9240000000000071
100,92.38,0.919999999999987
101,93.29999999999998,0.932000000000002
102,94.23199999999999,0.951999999999998
103,95.18399999999998,0.968000000000004
104,96.15199999999999,0.975999999999999
105,97.12799999999999,0.9360000000000072
106,98.064,0.903999999999996
107,98.96799999999999,0.9000000000000059
108,99.868,0.939999999999998
109,100.80799999999999,0.9359999999999928
110,101.74399999999999,0.975999999999999
111,102.71999999999998,0.9840000000000091
112,103.704,0.920000000000002
113,104.624,0.931999999999988
114,105.55599999999998,0.928000000000011
115,106.484,0.915999999999997
116,107.39999999999999,0.8999999999999909
117,108.29999999999998,0.908000000000001
118,109.20799999999998,0.980000000000004
119,110.18799999999999,0.9839999999999949
120,111.17199999999998,1.0
121,112.17199999999998,0.9960000000000091
122,113.16799999999999,0.951999999999998
123,114.11999999999999,0.864000000000004
124,114.984,0.8799999999999949
125,115.86399999999999,0.944000000000003
126,116.80799999999999,0.967999999999989
127,117.77599999999998,0.940000000000012
128,118.716,0.939999999999998
129,119.65599999999999,0.923999999999992
