,SDNN,RMSSD,ulf,vlf,lf,hf,lfhf,SD1,SD2,SD1SD2,ApEn,Subject,Interface,Autonomy Level,Raw Label,Weighted Label
0,120.5047,161.1459,32.42991,317.97307,847.9422900000001,11195.5786,0.08,115.1243,125.655,0.91619,0.29555,S05,sip-n-puff,teleoperation,Low,Low
1,120.9184,164.2852,13.68876,201.12763999999999,750.29486,11560.6717,0.06,117.42299999999999,124.3155,0.9445600000000001,0.29048,S05,sip-n-puff,teleoperation,Low,Low
2,119.4659,163.3125,0.6926386,189.47805,809.1967599999999,11069.4963,0.07,116.7238,122.1465,0.9556,0.34847,S05,sip-n-puff,teleoperation,Low,Low
3,118.6282,162.8609,2.891916,199.23126000000002,693.1763,10975.1401,0.06,116.3732,120.84100000000001,0.9630299999999999,0.34274,S05,sip-n-puff,teleoperation,Low,Low
4,121.61399999999999,162.2241,16.00335,295.17052,742.61397,11365.8921,0.07,115.9221,127.0512,0.91241,0.35624,S05,sip-n-puff,teleoperation,Low,Low
5,119.8165,162.3279,32.33234,306.409,780.9359,11073.9212,0.07,115.9966,123.5183,0.9391,0.2974,S05,sip-n-puff,teleoperation,Low,Low
6,120.834,164.0446,26.436329999999998,285.23357999999996,778.4484,11313.8537,0.07,117.2501,124.3145,0.9431700000000001,0.27148,S05,sip-n-puff,teleoperation,Low,Low
7,121.4529,164.3339,10.21373,227.96652999999998,849.67573,11390.6399,0.07,117.4495,125.3284,0.9371299999999999,0.27148,S05,sip-n-puff,teleoperation,Low,Low
8,121.49600000000001,163.7694,11.75875,225.06644,846.8400800000001,11397.8445,0.07,117.0392,125.795,0.9304,0.30273,S05,sip-n-puff,teleoperation,Low,Low
9,123.9276,164.3107,36.18855,292.90794,875.87269,11750.5741,0.07,117.4108,130.1183,0.9023399999999999,0.2974,S05,sip-n-puff,teleoperation,Low,Low
10,122.1899,165.0404,60.50295,417.62397000000004,700.13276,11532.8293,0.06,117.9349,126.3016,0.93376,0.2974,S05,sip-n-puff,teleoperation,Low,Low
11,123.2917,166.5571,54.451859999999996,373.08783,670.94384,11830.5476,0.06,119.038,127.4035,0.93434,0.30273,S05,sip-n-puff,teleoperation,Low,Low
12,123.5264,167.2964,19.03603,235.85232000000002,583.4726400000001,12082.5678,0.05,119.5749,127.3554,0.93891,0.27148,S05,sip-n-puff,teleoperation,Low,Low
13,123.0644,167.2964,4.543467,175.72572,680.0448200000001,11950.3308,0.06,119.5749,126.4576,0.94557,0.30273,S05,sip-n-puff,teleoperation,Low,Low
14,125.91,170.8254,24.28163,176.89303,584.3938400000001,12395.7294,0.05,122.0029,129.6995,0.94066,0.2974,S05,sip-n-puff,teleoperation,Low,Low
15,128.0104,170.9571,41.022859999999994,259.42239,936.4647,12614.7643,0.07,122.1234,133.6384,0.9138299999999999,0.2974,S05,sip-n-puff,teleoperation,Low,Low
16,134.2075,170.8976,88.94226,621.97223,1953.4822,12380.7996,0.16,122.0824,145.3245,0.8400700000000001,0.37014,S05,sip-n-puff,teleoperation,Low,Low
17,138.9158,169.4324,187.8708,1193.7942,3159.8769,12139.8506,0.26,120.9663,154.7978,0.78145,0.37014,S05,sip-n-puff,teleoperation,Low,Low
18,150.2526,167.9786,391.5334,3100.8394,5210.6619,11413.648000000001,0.46,119.8504,175.4638,0.68305,0.3372,S05,sip-n-puff,teleoperation,Low,Low
19,154.944,166.325,530.1528,4316.251,5744.701,11204.0599,0.51,118.631,184.2335,0.6439199999999999,0.33183,S05,sip-n-puff,teleoperation,Low,Low
20,155.129,167.9893,474.7637,4392.2043,5648.7154,11295.0081,0.5,119.855,183.752,0.6522600000000001,0.30942,S05,sip-n-puff,teleoperation,Low,Low
21,155.7287,179.6223,332.4289,3696.1275,6086.6493,11812.2155,0.52,128.3102,178.9954,0.7168399999999999,0.28084000000000003,S05,sip-n-puff,teleoperation,Low,Low
22,158.7608,178.9521,239.4373,3005.7942,7538.534000000001,11629.5701,0.65,127.7578,184.6292,0.69197,0.28084000000000003,S05,sip-n-puff,teleoperation,Low,Low
23,159.0134,176.2975,237.9827,2762.6519,8589.3811,11135.0014,0.77,125.9524,186.2968,0.67608,0.28084000000000003,S05,sip-n-puff,teleoperation,Low,Low
24,158.3528,178.2412,273.2889,2890.4909,8031.3272,11291.3609,0.71,127.2735,184.2626,0.69072,0.33183,S05,sip-n-puff,teleoperation,Low,Low
25,159.2064,179.873,242.6263,2914.3340000000003,7987.1506,11545.7059,0.69,128.4407,184.9225,0.69457,0.30942,S05,sip-n-puff,teleoperation,Low,Low
26,158.3914,181.1311,140.3428,2784.2114,8064.4822,11314.3861,0.71,129.3893,182.8499,0.70763,0.30942,S05,sip-n-puff,teleoperation,Low,Low
27,160.7232,179.8285,94.55911,2836.5496,8179.7327,11638.9642,0.7,128.3536,187.5879,0.68423,0.34097,S05,sip-n-puff,teleoperation,Low,Low
28,158.4584,180.0,136.8579,3054.7076,8024.4472,11194.6207,0.72,128.5838,183.5329,0.7006,0.30942,S05,sip-n-puff,teleoperation,Low,Low
29,159.6877,177.4486,173.9032,3247.1976,8209.4643,11175.1201,0.73,126.7848,186.8848,0.6784100000000001,0.31456999999999996,S05,sip-n-puff,teleoperation,Low,Low
30,158.9645,177.3391,206.0221,2980.0071,8166.9011,11194.6339,0.73,126.6133,185.7646,0.68158,0.3372,S05,sip-n-puff,teleoperation,Low,Low
31,157.996,178.3928,144.7672,2711.2032,8395.0091,10767.4984,0.78,127.4429,183.5315,0.69439,0.34274,S05,sip-n-puff,teleoperation,Low,Low
32,160.0633,180.4735,67.25392,2931.0107,8124.0893,11535.031,0.7,128.85299999999998,186.1114,0.69234,0.38138,S05,sip-n-puff,teleoperation,Low,Low
33,159.0726,176.5295,80.72053000000001,3477.085,7922.9175,11171.2585,0.71,126.1461,186.2668,0.67723,0.3568,S05,sip-n-puff,teleoperation,Low,Low
34,161.5708,182.1931,110.5828,2804.0361,8113.5278,12151.9153,0.67,130.0193,187.8968,0.69197,0.36919,S05,sip-n-puff,teleoperation,Low,Low
35,159.9806,183.8828,95.27521,2797.2027,7896.5012,11938.889,0.66,131.3399,184.2211,0.71295,0.35131999999999997,S05,sip-n-puff,teleoperation,Low,Low
36,158.0569,181.7168,46.22715,2539.4323,8064.8055,11437.9212,0.71,129.849,181.9429,0.71368,0.3568,S05,sip-n-puff,teleoperation,Low,Low
37,159.1845,181.8048,29.3595,2792.6204,7975.842,11621.8005,0.69,129.9109,183.8547,0.7066,0.40809,S05,sip-n-puff,teleoperation,Low,Low
38,163.1147,184.4308,123.6927,2476.9012,8572.1188,12409.2727,0.69,131.6446,189.4267,0.69496,0.40385,S05,sip-n-puff,teleoperation,Low,Low
39,164.9483,183.4601,159.7137,2599.3123,9168.0791,12311.9775,0.74,130.9081,193.0776,0.67801,0.40385,S05,sip-n-puff,teleoperation,Low,Low
40,163.2331,180.69799999999998,97.95707,2557.165,9386.8579,11372.4443,0.83,129.0834,191.3834,0.67448,0.40918000000000004,S05,sip-n-puff,teleoperation,Low,Low
41,164.4619,186.1323,74.33781,2356.6748,9232.7068,12120.8977,0.76,132.8995,190.8748,0.69627,0.43091999999999997,S05,sip-n-puff,teleoperation,Low,Low
42,162.6752,182.0168,119.6852,2451.6278,9343.1658,11574.1399,0.81,130.0212,189.7918,0.68507,0.44427,S05,sip-n-puff,teleoperation,Low,Low
43,162.4955,181.399,158.5537,2626.4198,8749.3754,11908.1617,0.73,129.5017,189.8391,0.6821699999999999,0.42535,S05,sip-n-puff,teleoperation,Low,Low
